"","SubjectID","Activity","variable","mean"
"160","3","WALKING","tBodyAccMeanY",-0.017856067384956
"161","3","WALKING","tBodyAccMeanZ",-0.106492632429097
"162","3","WALKING","tBodyAccStdX",-0.623413602046921
"163","3","WALKING","tBodyAccStdY",-0.480015920697654
"164","3","WALKING","tBodyAccStdZ",-0.653625579293255
"165","3","WALKING","tGravityAccMeanX",0.707814353343108
"166","3","WALKING","tGravityAccMeanY",-0.0260590480328739
"167","3","WALKING","tGravityAccMeanZ",0.0480937904190616
"168","3","WALKING","tGravityAccStdX",-0.966457565630499
"169","3","WALKING","tGravityAccStdY",-0.9445645371261
"170","3","WALKING","tGravityAccStdZ",-0.926966278211144
"171","3","WALKING","tBodyAccJerkMeanX",0.0701731261988856
"172","3","WALKING","tBodyAccJerkMeanY",0.0144664329060411
"173","3","WALKING","tBodyAccJerkMeanZ",-0.000526818872875366
"174","3","WALKING","tBodyAccJerkStdX",-0.635484688041056
"175","3","WALKING","tBodyAccJerkStdY",-0.55721186773783
"176","3","WALKING","tBodyAccJerkStdZ",-0.796066240234604
"177","3","WALKING","tBodyGyroMeanX",-0.0248490682828446
"178","3","WALKING","tBodyGyroMeanY",-0.0743565308442815
"179","3","WALKING","tBodyGyroMeanZ",0.0866875497119062
"180","3","WALKING","tBodyGyroStdX",-0.699262195705865
"181","3","WALKING","tBodyGyroStdY",-0.76302218170088
"182","3","WALKING","tBodyGyroStdZ",-0.709483440322581
"183","3","WALKING","tBodyGyroJerkMeanX",-0.0991554609633431
"184","3","WALKING","tBodyGyroJerkMeanY",-0.0401923943695015
"185","3","WALKING","tBodyGyroJerkMeanZ",-0.0521178264170088
"186","3","WALKING","tBodyGyroJerkStdX",-0.689328428607038
"187","3","WALKING","tBodyGyroJerkStdY",-0.842659862111437
"188","3","WALKING","tBodyGyroJerkStdZ",-0.743028500565982
"189","3","WALKING","tBodyAccMagMean",-0.563140802770059
"190","3","WALKING","tBodyAccMagStd",-0.591224780306452
"191","3","WALKING","tGravityAccMagMean",-0.563140802770059
"192","3","WALKING","tGravityAccMagStd",-0.591224780306452
"193","3","WALKING","tBodyAccJerkMagMean",-0.650182434328446
"194","3","WALKING","tBodyAccJerkMagStd",-0.607658214170381
"195","3","WALKING","tBodyGyroMagMean",-0.643150121648094
"196","3","WALKING","tBodyGyroMagStd",-0.674010290979472
"197","3","WALKING","tBodyGyroJerkMagMean",-0.784056656246334
"198","3","WALKING","tBodyGyroJerkMagStd",-0.80366136372434
"199","3","WALKING","fBodyAccMeanX",-0.625733289873607
"200","3","WALKING","fBodyAccMeanY",-0.501779938505279
"201","3","WALKING","fBodyAccMeanZ",-0.699656828592375
"202","3","WALKING","fBodyAccStdX",-0.623805015199413
"203","3","WALKING","fBodyAccStdY",-0.502753639795894
"204","3","WALKING","fBodyAccStdZ",-0.657443765803519
"205","3","WALKING","fBodyAccMeanFreqX",-0.192817340495308
"206","3","WALKING","fBodyAccMeanFreqY",0.0389282523284457
"207","3","WALKING","fBodyAccMeanFreqZ",0.00447261449052786
"208","3","WALKING","fBodyAccJerkMeanX",-0.645893496630499
"209","3","WALKING","fBodyAccJerkMeanY",-0.582949919157742
"210","3","WALKING","fBodyAccJerkMeanZ",-0.780101644193548
"211","3","WALKING","fBodyAccJerkStdX",-0.657844055881525
"212","3","WALKING","fBodyAccJerkStdY",-0.559851186088408
"213","3","WALKING","fBodyAccJerkStdZ",-0.81080601659824
"214","3","WALKING","fBodyAccJerkMeanFreqX",-0.0476941200470968
"215","3","WALKING","fBodyAccJerkMeanFreqY",-0.236874240885924
"216","3","WALKING","fBodyAccJerkMeanFreqZ",-0.193657539305073
"217","3","WALKING","fBodyGyroMeanX",-0.642097719778592
"218","3","WALKING","fBodyGyroMeanY",-0.775144985073314
"219","3","WALKING","fBodyGyroMeanZ",-0.670734708996481
"220","3","WALKING","fBodyGyroStdX",-0.719276622702346
"221","3","WALKING","fBodyGyroStdY",-0.758505287214076
"222","3","WALKING","fBodyGyroStdZ",-0.751008875659824
"223","3","WALKING","fBodyGyroMeanFreqX",-0.102568067670674
"224","3","WALKING","fBodyGyroMeanFreqY",-0.167675025582991
"225","3","WALKING","fBodyGyroMeanFreqZ",-0.0321862688221114
"226","3","WALKING","fBodyAccMagMean",-0.579076453758064
"227","3","WALKING","fBodyAccMagStd",-0.663079838985044
"228","3","WALKING","fBodyAccMagMeanFreq",0.0770665587562757
"229","3","WALKING","fBodyBodyAccJerkMagMean",-0.604752108072727
"230","3","WALKING","fBodyBodyAccJerkMagStd",-0.615643694857361
"231","3","WALKING","fBodyBodyAccJerkMagMeanFreq",0.11231984174566
"232","3","WALKING","fBodyBodyGyroMagMean",-0.716822144279179
"233","3","WALKING","fBodyBodyGyroMagStd",-0.703839403007038
"234","3","WALKING","fBodyBodyGyroMagMeanFreq",-0.0846075231245126
"235","3","WALKING","fBodyBodyGyroJerkMagMean",-0.810085498651026
"236","3","WALKING","fBodyBodyGyroJerkMagStd",-0.810032718739003
"237","3","WALKING","fBodyBodyGyroJerkMagMeanFreq",0.0599628733252199
"238","4","WALKING","tBodyAccMeanX",0.277034464752577
"239","4","WALKING","tBodyAccMeanY",-0.0133496817746907
"240","4","WALKING","tBodyAccMeanZ",-0.105916135927835
"241","4","WALKING","tBodyAccStdX",-0.68386446609433
"242","4","WALKING","tBodyAccStdY",-0.589609330539691
"243","4","WALKING","tBodyAccStdZ",-0.741959040257732
"244","4","WALKING","tGravityAccMeanX",0.731456509896907
"245","4","WALKING","tGravityAccMeanY",0.072347989306416
"246","4","WALKING","tGravityAccMeanZ",0.193993433768041
"247","4","WALKING","tGravityAccStdX",-0.967576704329897
"248","4","WALKING","tGravityAccStdY",-0.94170652321134
"249","4","WALKING","tGravityAccStdZ",-0.936724233273196
"250","4","WALKING","tBodyAccJerkMeanX",0.0780162237953608
"251","4","WALKING","tBodyAccJerkMeanY",-0.0010311298138299
"252","4","WALKING","tBodyAccJerkMeanZ",-0.00737070069603093
"253","4","WALKING","tBodyAccJerkStdX",-0.701066737438144
"254","4","WALKING","tBodyAccJerkStdY",-0.670976701376289
"255","4","WALKING","tBodyAccJerkStdZ",-0.859502524793814
"256","4","WALKING","tBodyGyroMeanX",-0.0298726752979381
"257","4","WALKING","tBodyGyroMeanY",-0.0750086556675258
"258","4","WALKING","tBodyGyroMeanZ",0.0956607416628866
"259","4","WALKING","tBodyGyroStdX",-0.750915960835052
"260","4","WALKING","tBodyGyroStdY",-0.828888294742268
"261","4","WALKING","tBodyGyroStdZ",-0.745904225824742
"262","4","WALKING","tBodyGyroJerkMeanX",-0.10509869233866
"263","4","WALKING","tBodyGyroJerkMeanY",-0.0410624426912371
"264","4","WALKING","tBodyGyroJerkMeanZ",-0.060866534304433
"265","4","WALKING","tBodyGyroJerkStdX",-0.778479585721649
"266","4","WALKING","tBodyGyroJerkStdY",-0.911436316752577
"267","4","WALKING","tBodyGyroJerkStdZ",-0.790578254329897
"268","4","WALKING","tBodyAccMagMean",-0.637532979814948
"269","4","WALKING","tBodyAccMagStd",-0.670122122716495
"270","4","WALKING","tGravityAccMagMean",-0.637532979814948
"271","4","WALKING","tGravityAccMagStd",-0.670122122716495
"272","4","WALKING","tBodyAccJerkMagMean",-0.72234055742268
"273","4","WALKING","tBodyAccJerkMagStd",-0.71024608685567
"274","4","WALKING","tBodyGyroMagMean",-0.708221087886598
"275","4","WALKING","tBodyGyroMagStd",-0.749105473365979
"276","4","WALKING","tBodyGyroJerkMagMean",-0.849581355824742
"277","4","WALKING","tBodyGyroJerkMagStd",-0.870579517938144
"278","4","WALKING","fBodyAccMeanX",-0.698994344226804
"279","4","WALKING","fBodyAccMeanY",-0.610966605674742
"280","4","WALKING","fBodyAccMeanZ",-0.784964119020619
"281","4","WALKING","fBodyAccStdX",-0.679316495457474
"282","4","WALKING","fBodyAccStdY",-0.60587907902268
"283","4","WALKING","fBodyAccStdZ",-0.739920171907216
"284","4","WALKING","fBodyAccMeanFreqX",-0.15574790130299
"285","4","WALKING","fBodyAccMeanFreqY",0.0520271215242268
"286","4","WALKING","fBodyAccMeanFreqZ",-0.0138445406976804
"287","4","WALKING","fBodyAccJerkMeanX",-0.717973724971649
"288","4","WALKING","fBodyAccJerkMeanY",-0.684648403917526
"289","4","WALKING","fBodyAccJerkMeanZ",-0.845383895412371
"290","4","WALKING","fBodyAccJerkStdX",-0.710952957814433
"291","4","WALKING","fBodyAccJerkStdY",-0.679116699128866
"292","4","WALKING","fBodyAccJerkStdZ",-0.872348615876289
"293","4","WALKING","fBodyAccJerkMeanFreqX",0.0388340995747423
"294","4","WALKING","fBodyAccJerkMeanFreqY",-0.174386827172165
"295","4","WALKING","fBodyAccJerkMeanFreqZ",-0.0764758920417526
"296","4","WALKING","fBodyGyroMeanX",-0.708097003278351
"297","4","WALKING","fBodyGyroMeanY",-0.851859241237113
"298","4","WALKING","fBodyGyroMeanZ",-0.723913683350515
"299","4","WALKING","fBodyGyroStdX",-0.765931837365979
"300","4","WALKING","fBodyGyroStdY",-0.818105282886598
"301","4","WALKING","fBodyGyroStdZ",-0.778863649278351
"302","4","WALKING","fBodyGyroMeanFreqX",-0.145349222123196
"303","4","WALKING","fBodyGyroMeanFreqY",-0.357592715106186
"304","4","WALKING","fBodyGyroMeanFreqZ",-0.023592604357732
"305","4","WALKING","fBodyAccMagMean",-0.668273665958763
"306","4","WALKING","fBodyAccMagStd",-0.724979750463917
"307","4","WALKING","fBodyAccMagMeanFreq",0.0691602833970103
"308","4","WALKING","fBodyBodyAccJerkMagMean",-0.702045896773196
"309","4","WALKING","fBodyBodyAccJerkMagStd",-0.723261097164948
"310","4","WALKING","fBodyBodyAccJerkMagMeanFreq",0.165043041249278
"311","4","WALKING","fBodyBodyGyroMagMean",-0.785172936701031
"312","4","WALKING","fBodyBodyGyroMagStd",-0.769330760360825
"313","4","WALKING","fBodyBodyGyroMagMeanFreq",-0.157891340330412
"314","4","WALKING","fBodyBodyGyroJerkMagMean",-0.86760194427835
"315","4","WALKING","fBodyBodyGyroJerkMagStd",-0.884187806804124
"316","4","WALKING","fBodyBodyGyroJerkMagMeanFreq",0.144910348074227
"317","4","WALKING_UPSTAIRS","tBodyAccMeanX",0.269685855146341
"318","4","WALKING_UPSTAIRS","tBodyAccMeanY",-0.0171085099442602
"319","4","WALKING_UPSTAIRS","tBodyAccMeanZ",-0.110053359325203
"320","4","WALKING_UPSTAIRS","tBodyAccStdX",-0.481157815330894
"321","4","WALKING_UPSTAIRS","tBodyAccStdY",-0.384255322007236
"322","4","WALKING_UPSTAIRS","tBodyAccStdZ",-0.658285719430894
"323","4","WALKING_UPSTAIRS","tGravityAccMeanX",0.667377493902439
"324","4","WALKING_UPSTAIRS","tGravityAccMeanY",0.176064219895122
"325","4","WALKING_UPSTAIRS","tGravityAccMeanZ",0.117030634772358
"326","4","WALKING_UPSTAIRS","tGravityAccStdX",-0.954845868211382
"327","4","WALKING_UPSTAIRS","tGravityAccStdY",-0.940959838617886
"328","4","WALKING_UPSTAIRS","tGravityAccStdZ",-0.948783616341463
"329","4","WALKING_UPSTAIRS","tBodyAccJerkMeanX",0.080200587601626
"330","4","WALKING_UPSTAIRS","tBodyAccJerkMeanY",0.0106812194621382
"331","4","WALKING_UPSTAIRS","tBodyAccJerkMeanZ",-0.00737856315243902
"332","4","WALKING_UPSTAIRS","tBodyAccJerkStdX",-0.522686832030976
"333","4","WALKING_UPSTAIRS","tBodyAccJerkStdY",-0.446980128646341
"334","4","WALKING_UPSTAIRS","tBodyAccJerkStdZ",-0.817881987560976
"335","4","WALKING_UPSTAIRS","tBodyGyroMeanX",-0.027473566188374
"336","4","WALKING_UPSTAIRS","tBodyGyroMeanY",-0.0845813729861789
"337","4","WALKING_UPSTAIRS","tBodyGyroMeanZ",0.0958069867471545
"338","4","WALKING_UPSTAIRS","tBodyGyroStdX",-0.623295736308943
"339","4","WALKING_UPSTAIRS","tBodyGyroStdY",-0.749889456666667
"340","4","WALKING_UPSTAIRS","tBodyGyroStdZ",-0.695570737073171
"341","4","WALKING_UPSTAIRS","tBodyGyroJerkMeanX",-0.112213469653659
"342","4","WALKING_UPSTAIRS","tBodyGyroJerkMeanY",-0.0384344734528455
"343","4","WALKING_UPSTAIRS","tBodyGyroJerkMeanZ",-0.0529863681443902
"344","4","WALKING_UPSTAIRS","tBodyGyroJerkStdX",-0.637528066829268
"345","4","WALKING_UPSTAIRS","tBodyGyroJerkStdY",-0.888412003333333
"346","4","WALKING_UPSTAIRS","tBodyGyroJerkStdZ",-0.681795418349593
"347","4","WALKING_UPSTAIRS","tBodyAccMagMean",-0.441789745892683
"348","4","WALKING_UPSTAIRS","tBodyAccMagStd",-0.50629736504065
"349","4","WALKING_UPSTAIRS","tGravityAccMagMean",-0.441789745892683
"350","4","WALKING_UPSTAIRS","tGravityAccMagStd",-0.50629736504065
"351","4","WALKING_UPSTAIRS","tBodyAccJerkMagMean",-0.551665062753089
"352","4","WALKING_UPSTAIRS","tBodyAccJerkMagStd",-0.547890232756098
"353","4","WALKING_UPSTAIRS","tBodyGyroMagMean",-0.574385249590244
"354","4","WALKING_UPSTAIRS","tBodyGyroMagStd",-0.639915777398374
"355","4","WALKING_UPSTAIRS","tBodyGyroJerkMagMean",-0.771259192195122
"356","4","WALKING_UPSTAIRS","tBodyGyroJerkMagStd",-0.802559941951219
"357","4","WALKING_UPSTAIRS","fBodyAccMeanX",-0.518103409715447
"358","4","WALKING_UPSTAIRS","fBodyAccMeanY",-0.391561268041463
"359","4","WALKING_UPSTAIRS","fBodyAccMeanZ",-0.708346275365854
"360","4","WALKING_UPSTAIRS","fBodyAccStdX",-0.468588371045528
"361","4","WALKING_UPSTAIRS","fBodyAccStdY",-0.422334649479756
"362","4","WALKING_UPSTAIRS","fBodyAccStdZ",-0.659623483821138
"363","4","WALKING_UPSTAIRS","fBodyAccMeanFreqX",-0.229896701265041
"364","4","WALKING_UPSTAIRS","fBodyAccMeanFreqY",0.136415181912195
"365","4","WALKING_UPSTAIRS","fBodyAccMeanFreqZ",-0.0204555236743252
"366","4","WALKING_UPSTAIRS","fBodyAccJerkMeanX",-0.548003358486179
"367","4","WALKING_UPSTAIRS","fBodyAccJerkMeanY",-0.470861077819187
"368","4","WALKING_UPSTAIRS","fBodyAccJerkMeanZ",-0.793248930406504
"369","4","WALKING_UPSTAIRS","fBodyAccJerkStdX",-0.540002452644715
"370","4","WALKING_UPSTAIRS","fBodyAccJerkStdY",-0.459377588636585
"371","4","WALKING_UPSTAIRS","fBodyAccJerkStdZ",-0.841927060081301
"372","4","WALKING_UPSTAIRS","fBodyAccJerkMeanFreqX",-0.0626525261543089
"373","4","WALKING_UPSTAIRS","fBodyAccJerkMeanFreqY",-0.190358689715447
"374","4","WALKING_UPSTAIRS","fBodyAccJerkMeanFreqZ",-0.164332976294309
"375","4","WALKING_UPSTAIRS","fBodyGyroMeanX",-0.537445270313821
"376","4","WALKING_UPSTAIRS","fBodyGyroMeanY",-0.799459630325203
"377","4","WALKING_UPSTAIRS","fBodyGyroMeanZ",-0.634729117447154
"378","4","WALKING_UPSTAIRS","fBodyGyroStdX",-0.652062731170732
"379","4","WALKING_UPSTAIRS","fBodyGyroStdY",-0.727336206422764
"380","4","WALKING_UPSTAIRS","fBodyGyroStdZ",-0.748519078617886
"381","4","WALKING_UPSTAIRS","fBodyGyroMeanFreqX",-0.0761993841779675
"382","4","WALKING_UPSTAIRS","fBodyGyroMeanFreqY",-0.403312438185366
"383","4","WALKING_UPSTAIRS","fBodyGyroMeanFreqZ",0.0995517018569106
"384","4","WALKING_UPSTAIRS","fBodyAccMagMean",-0.497723469494309
"385","4","WALKING_UPSTAIRS","fBodyAccMagStd",-0.590882542479675
"386","4","WALKING_UPSTAIRS","fBodyAccMagMeanFreq",0.139269821727642
"387","4","WALKING_UPSTAIRS","fBodyBodyAccJerkMagMean",-0.529301794643089
"388","4","WALKING_UPSTAIRS","fBodyBodyAccJerkMagStd",-0.576991683357724
"389","4","WALKING_UPSTAIRS","fBodyBodyAccJerkMagMeanFreq",0.153282705439837
"390","4","WALKING_UPSTAIRS","fBodyBodyGyroMagMean",-0.683314955211382
"391","4","WALKING_UPSTAIRS","fBodyBodyGyroMagStd",-0.674631635121951
"392","4","WALKING_UPSTAIRS","fBodyBodyGyroMagMeanFreq",-0.0842086255799187
"393","4","WALKING_UPSTAIRS","fBodyBodyGyroJerkMagMean",-0.793458132276423
"394","4","WALKING_UPSTAIRS","fBodyBodyGyroJerkMagStd",-0.829831474634146
"395","4","WALKING_UPSTAIRS","fBodyBodyGyroJerkMagMeanFreq",0.181417870697967
"396","5","WALKING","tBodyAccMeanX",0.279177960301325
"397","5","WALKING","tBodyAccMeanY",-0.0154833455336192
"398","5","WALKING","tBodyAccMeanZ",-0.105661736816887
"399","5","WALKING","tBodyAccStdX",-0.507691011391722
"400","5","WALKING","tBodyAccStdY",-0.402724906078146
"401","5","WALKING","tBodyAccStdZ",-0.646443640175497
"402","5","WALKING","tGravityAccMeanX",0.698153719072848
"403","5","WALKING","tGravityAccMeanY",0.112313109736755
"404","5","WALKING","tGravityAccMeanZ",0.0921607197449904
"405","5","WALKING","tGravityAccStdX",-0.964629108807947
"406","5","WALKING","tGravityAccStdY",-0.939973777950331
"407","5","WALKING","tGravityAccStdZ",-0.94207867884106
"408","5","WALKING","tBodyAccJerkMeanX",0.0841019899622517
"409","5","WALKING","tBodyAccJerkMeanY",0.0017656830384106
